ts_utc,equity,buying_power,contracts
2026-07-03T15:48:26.385906+00:00,100652.05,100652.05,1
2026-07-03T15:48:56.635262+00:00,100652.05,100652.05,1
2026-07-03T15:49:26.908809+00:00,100652.05,100652.05,1
2026-07-03T15:49:57.161823+00:00,100652.05,100652.05,1
2026-07-03T15:50:27.532649+00:00,100652.05,100652.05,1
2026-07-03T15:50:57.784581+00:00,100652.05,100652.05,1
2026-07-03T15:51:28.080762+00:00,100652.05,100652.05,1
2026-07-03T15:51:58.331575+00:00,100652.05,100652.05,1
2026-07-03T15:52:28.625785+00:00,100652.05,100652.05,1
2026-07-03T15:52:58.876284+00:00,100652.05,100652.05,1
2026-07-03T15:53:29.146892+00:00,100652.05,100652.05,1
2026-07-03T15:53:59.397944+00:00,100652.05,100652.05,1
2026-07-03T15:54:29.668454+00:00,100652.05,100652.05,1
2026-07-03T15:54:59.917977+00:00,100652.05,100652.05,1
2026-07-03T15:55:30.219639+00:00,100652.05,100652.05,1
2026-07-03T15:56:00.478933+00:00,100652.05,100652.05,1
2026-07-03T15:56:30.739885+00:00,100652.05,100652.05,1
2026-07-03T15:57:00.992852+00:00,100652.05,100652.05,1
2026-07-03T15:57:31.275233+00:00,100652.05,100652.05,1
2026-07-03T15:58:01.524915+00:00,100652.05,100652.05,1
2026-07-03T15:58:31.819715+00:00,100652.05,100652.05,1
2026-07-03T15:59:02.076415+00:00,100652.05,100652.05,1
2026-07-03T15:59:32.358506+00:00,100652.05,100652.05,1
2026-07-03T16:00:02.637699+00:00,100652.05,100652.05,1
2026-07-03T16:00:32.990386+00:00,100652.05,100652.05,1
2026-07-03T16:01:03.246412+00:00,100652.05,100652.05,1
2026-07-03T16:01:33.515193+00:00,100652.05,100652.05,1
2026-07-03T16:02:03.768567+00:00,100652.05,100652.05,1
2026-07-03T16:02:34.064477+00:00,100652.05,100652.05,1
2026-07-03T16:03:04.319124+00:00,100652.05,100652.05,1
2026-07-03T16:03:34.589683+00:00,100652.05,100652.05,1
2026-07-03T16:04:04.845926+00:00,100652.05,100652.05,1
2026-07-03T16:04:35.145752+00:00,100652.05,100652.05,1
2026-07-03T16:05:05.397337+00:00,100652.05,100652.05,1
2026-07-03T16:05:35.721709+00:00,100652.05,100652.05,1
2026-07-03T16:06:05.976511+00:00,100652.05,100652.05,1
2026-07-03T16:06:36.286143+00:00,100652.05,100652.05,1
2026-07-03T16:07:06.538545+00:00,100652.05,100652.05,1
2026-07-03T16:07:36.838494+00:00,100652.05,100652.05,1
2026-07-03T16:08:07.094415+00:00,100652.05,100652.05,1
2026-07-03T16:08:37.372188+00:00,100652.05,100652.05,1
2026-07-03T16:09:07.635136+00:00,100652.05,100652.05,1
2026-07-03T16:09:37.910328+00:00,100652.05,100652.05,1
2026-07-03T16:10:08.239808+00:00,100652.05,100652.05,1
2026-07-03T16:10:38.585180+00:00,100652.05,100652.05,1
2026-07-03T16:11:08.873593+00:00,100652.05,100652.05,1
2026-07-03T16:11:39.142893+00:00,100652.05,100652.05,1
2026-07-03T16:12:09.414953+00:00,100652.05,100652.05,1
2026-07-03T16:12:39.718071+00:00,100652.05,100652.05,1
2026-07-03T16:13:09.994254+00:00,100652.05,100652.05,1
2026-07-03T16:13:40.293910+00:00,100652.05,100652.05,1
2026-07-03T16:14:10.581881+00:00,100652.05,100652.05,1
2026-07-03T16:14:40.878959+00:00,100652.05,100652.05,1
2026-07-03T16:15:11.135334+00:00,100652.05,100652.05,1
2026-07-03T16:15:41.469620+00:00,100652.05,100652.05,1
2026-07-03T16:16:12.214814+00:00,100652.05,100652.05,1
2026-07-03T16:16:42.480174+00:00,100652.05,100652.05,1
2026-07-03T16:17:12.730411+00:00,100652.05,100652.05,1
