ts_utc,symbol,bid,ask,bid_size,ask_size,last,spread
2026-06-26T18:07:12Z,MHGU26,6.1945,6.1955,3,2,6.1965,0.001000000000000334
2026-06-26T18:07:17Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:17Z,MHGU26,6.1945,6.1955,2,3,6.1965,0.001000000000000334
2026-06-26T18:07:23Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:23Z,MHGU26,6.1945,6.1955,3,2,6.195,0.001000000000000334
2026-06-26T18:07:28Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:28Z,MHGU26,6.1945,6.1955,3,2,6.195,0.001000000000000334
2026-06-26T18:07:33Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:33Z,MHGU26,6.1945,6.1955,3,2,6.195,0.001000000000000334
2026-06-26T18:07:39Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:39Z,MHGU26,6.1945,6.1955,3,3,6.195,0.001000000000000334
2026-06-26T18:07:44Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:44Z,MHGU26,6.1945,6.1955,3,3,6.195,0.001000000000000334
2026-06-26T18:07:49Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:49Z,MHGU26,6.195,6.196,2,3,6.195,0.0009999999999994458
2026-06-26T18:07:55Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:07:55Z,MHGU26,6.1945,6.1955,3,3,6.195,0.001000000000000334
2026-06-26T18:08:00Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:00Z,MHGU26,6.1945,6.1955,3,3,6.195,0.001000000000000334
2026-06-26T18:08:05Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:05Z,MHGU26,6.1945,6.1955,3,3,6.195,0.001000000000000334
2026-06-26T18:08:10Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:10Z,MHGU26,6.194,6.1955,3,3,6.195,0.0015000000000000568
2026-06-26T18:08:16Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:16Z,MHGU26,6.1945,6.1955,3,2,6.195,0.001000000000000334
2026-06-26T18:08:21Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:21Z,MHGU26,6.195,6.196,3,2,6.195,0.0009999999999994458
2026-06-26T18:08:26Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:26Z,MHGU26,6.195,6.196,3,2,6.195,0.0009999999999994458
2026-06-26T18:08:32Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:32Z,MHGU26,6.195,6.196,3,2,6.195,0.0009999999999994458
2026-06-26T18:08:37Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:37Z,MHGU26,6.1955,6.1965,3,1,6.195,0.001000000000000334
2026-06-26T18:08:42Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:42Z,MHGU26,6.195,6.196,3,2,6.195,0.0009999999999994458
2026-06-26T18:08:48Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:48Z,MHGU26,6.195,6.1965,3,3,6.195,0.0015000000000000568
2026-06-26T18:08:53Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:53Z,MHGU26,6.195,6.1965,3,3,6.195,0.0015000000000000568
2026-06-26T18:08:58Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:08:58Z,MHGU26,6.1955,6.1965,3,2,6.195,0.001000000000000334
2026-06-26T18:09:04Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:04Z,MHGU26,6.196,6.197,3,3,6.195,0.001000000000000334
2026-06-26T18:09:09Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:09Z,MHGU26,6.196,6.197,3,3,6.195,0.001000000000000334
2026-06-26T18:09:14Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:14Z,MHGU26,6.1965,6.1975,3,3,6.195,0.0009999999999994458
2026-06-26T18:09:20Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:20Z,MHGU26,6.196,6.197,4,2,6.195,0.001000000000000334
2026-06-26T18:09:25Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:25Z,MHGU26,6.196,6.197,4,3,6.195,0.001000000000000334
2026-06-26T18:09:30Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:30Z,MHGU26,6.1965,6.1975,4,3,6.195,0.0009999999999994458
2026-06-26T18:09:36Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:36Z,MHGU26,6.1965,6.1975,1,3,6.195,0.0009999999999994458
2026-06-26T18:09:41Z,MHGN26,6.115,6.159,1,5,6.1415,0.043999999999999595
2026-06-26T18:09:41Z,MHGU26,6.1965,6.1975,3,3,6.195,0.0009999999999994458
