day,contract,arm,arm_hash,delay,cost,quantity,gross,costs,net,turnover,exposure_contract_minutes,eligible,exclusion
2023-03-16,MNQH23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,381.0,2.24,378.76,2,299,True,
2023-03-20,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-208.5,2.24,-210.74,2,359,True,
2023-03-21,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-03-22,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-03-23,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-175.5,2.24,-177.74,2,329,True,
2023-03-24,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-03-27,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-27.0,2.24,-29.240000000000002,2,239,True,
2023-03-28,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-98.5,2.24,-100.74,2,359,True,
2023-03-29,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-03-30,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-03-31,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,298.5,2.24,296.26,2,359,True,
2023-04-03,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-04-04,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-04-05,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,146.5,2.24,144.26,2,359,True,
2023-04-06,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.5,2.24,-1.7400000000000002,2,119,True,
2023-04-11,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,64.0,2.24,61.76,2,359,True,
2023-04-12,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,110.0,2.24,107.76,2,299,True,
2023-04-13,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,278.5,2.24,276.26,2,359,True,
2023-04-14,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-04-17,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-04-18,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-04-19,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-04-20,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-04-21,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-181.0,2.24,-183.24,2,359,True,
2023-04-24,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-106.5,2.24,-108.74,2,269,True,
2023-04-25,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,198.0,2.24,195.76,2,209,True,
2023-04-26,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-04-27,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,189.5,2.24,187.26,2,269,True,
2023-04-28,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,67.0,2.24,64.76,2,329,True,
2023-05-01,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-05-02,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,32.0,2.24,29.759999999999998,2,329,True,
2023-05-03,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-280.5,2.24,-282.74,2,359,True,
2023-05-04,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-6.5,2.24,-8.74,2,359,True,
2023-05-05,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,258.0,2.24,255.76,2,359,True,
2023-05-08,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-151.0,2.24,-153.24,2,359,True,
2023-05-09,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-05-10,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-05-11,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-05-12,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,4.0,2.24,1.7599999999999998,2,299,True,
2023-05-15,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-05-16,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-72.0,2.24,-74.24,2,299,True,
2023-05-17,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,73.0,2.24,70.76,2,179,True,
2023-05-18,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,370.0,2.24,367.76,2,359,True,
2023-05-19,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-05-22,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-65.0,2.24,-67.24,2,359,True,
2023-05-23,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,16.0,2.24,13.76,2,89,True,
2023-05-24,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-109.0,2.24,-111.24,2,329,True,
2023-05-25,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-05-26,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,382.0,2.24,379.76,2,359,True,
2023-05-31,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-72.0,2.24,-74.24,2,269,True,
2023-06-01,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,177.5,2.24,175.26,2,269,True,
2023-06-02,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-06-05,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-147.5,2.24,-149.74,2,299,True,
2023-06-06,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-06-07,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,278.5,2.24,276.26,2,299,True,
2023-06-08,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,168.5,2.24,166.26,2,329,True,
2023-06-09,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-209.5,2.24,-211.74,2,359,True,
2023-06-12,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,119.0,2.24,116.76,2,59,True,
2023-06-13,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-06-14,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,3.0,2.24,0.7599999999999998,2,269,True,
2023-06-15,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,250.5,2.24,248.26,2,329,True,
2023-06-21,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,126.0,2.24,123.76,2,359,True,
2023-06-22,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,177.0,2.24,174.76,2,329,True,
2023-06-23,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-06-26,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-305.0,4.48,-309.48,4,359,True,
2023-06-27,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,193.0,2.24,190.76,2,239,True,
2023-06-28,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-90.5,2.24,-92.74,2,299,True,
2023-06-29,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-06-30,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,24.5,2.24,22.259999999999998,2,359,True,
2023-07-06,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-204.0,2.24,-206.24,2,299,True,
2023-07-07,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-306.0,2.24,-308.24,2,179,True,
2023-07-10,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-134.5,2.24,-136.74,2,359,True,
2023-07-11,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-07-12,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-07-13,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,51.0,2.24,48.76,2,59,True,
2023-07-14,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-178.0,2.24,-180.24,2,359,True,
2023-07-17,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,84.5,2.24,82.26,2,239,True,
2023-07-18,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,75.5,2.24,73.26,2,149,True,
2023-07-19,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-07-20,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,307.0,2.24,304.76,2,329,True,
2023-07-21,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-07-24,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-07-25,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,17.0,2.24,14.76,2,359,True,
2023-07-26,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-182.0,2.24,-184.24,2,299,True,
2023-07-27,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-07-28,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,109.5,2.24,107.26,2,359,True,
2023-07-31,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-01,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-02,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,249.0,2.24,246.76,2,359,True,
2023-08-03,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-04,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-498.0,2.24,-500.24,2,200,True,
2023-08-07,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-08,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-129.0,2.24,-131.24,2,359,True,
2023-08-09,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,227.0,2.24,224.76,2,359,True,
2023-08-10,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-516.5,2.24,-518.74,2,221,True,
2023-08-11,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-14,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,83.0,2.24,80.76,2,299,True,
2023-08-15,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,37.0,2.24,34.76,2,329,True,
2023-08-16,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,37.5,2.24,35.26,2,29,True,
2023-08-17,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,157.5,2.24,155.26,2,89,True,
2023-08-18,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-21,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,154.0,2.24,151.76,2,359,True,
2023-08-22,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-23,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,213.5,2.24,211.26,2,359,True,
2023-08-24,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,424.0,2.24,421.76,2,329,True,
2023-08-25,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-470.5,2.24,-472.74,2,240,True,
2023-08-28,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-29,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,421.0,2.24,418.76,2,359,True,
2023-08-30,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-08-31,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-76.0,2.24,-78.24,2,359,True,
2023-09-01,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-09-06,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-2.0,2.24,-4.24,2,329,True,
2023-09-07,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-09-08,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-180.5,2.24,-182.74,2,329,True,
2023-09-11,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-09-12,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-09-13,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-09-14,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-09-18,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-09-19,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-158.0,2.24,-160.24,2,359,True,
2023-09-20,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,176.0,2.24,173.76,2,29,True,
2023-09-21,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,138.5,2.24,136.26,2,359,True,
2023-09-22,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-273.0,2.24,-275.24,2,299,True,
2023-09-25,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-09-26,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,139.5,2.24,137.26,2,359,True,
2023-09-27,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-238.5,2.24,-240.74,2,149,True,
2023-09-28,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,45.0,2.24,42.76,2,269,True,
2023-09-29,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-10-02,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,57.5,2.24,55.26,2,359,True,
2023-10-03,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,127.5,2.24,125.26,2,329,True,
2023-10-04,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,272.5,2.24,270.26,2,359,True,
2023-10-05,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-103.0,2.24,-105.24,2,359,True,
2023-10-06,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,115.5,2.24,113.26,2,239,True,
2023-10-09,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-10-10,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-47.0,2.24,-49.24,2,329,True,
2023-10-11,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-10-12,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-10-13,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,142.5,2.24,140.26,2,299,True,
2023-10-16,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,112.0,2.24,109.76,2,359,True,
2023-10-17,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-308.5,2.24,-310.74,2,359,True,
2023-10-18,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-10-19,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,32.5,2.24,30.259999999999998,2,59,True,
2023-10-20,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,191.5,2.24,189.26,2,329,True,
2023-10-23,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-149.5,2.24,-151.74,2,209,True,
2023-10-24,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,39.5,2.24,37.26,2,359,True,
2023-10-25,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,287.0,2.24,284.76,2,359,True,
2023-10-26,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,261.5,2.24,259.26,2,359,True,
2023-10-27,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-10-30,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-38.5,2.24,-40.74,2,359,True,
2023-10-31,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-304.5,2.24,-306.74,2,359,True,
2023-11-01,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,222.5,2.24,220.26,2,329,True,
2023-11-02,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-03,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,100.0,2.24,97.76,2,359,True,
2023-11-06,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-07,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,71.0,2.24,68.76,2,329,True,
2023-11-08,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-09,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-30.5,2.24,-32.74,2,59,True,
2023-11-10,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,457.5,2.24,455.26,2,359,True,
2023-11-13,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-14,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,5.5,2.24,3.26,2,359,True,
2023-11-15,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-16,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-17,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-20,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,203.5,2.24,201.26,2,359,True,
2023-11-21,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-130.5,2.24,-132.74,2,329,True,
2023-11-22,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-28,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,0.0,0.0,0.0,0,0,True,
2023-11-29,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-345.0,2.24,-347.24,2,359,True,
2023-11-30,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-50.5,2.24,-52.74,2,359,True,
2023-12-01,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-315.0,2.24,-317.24,2,329,True,
2023-12-04,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-234.0,2.24,-236.24,2,329,True,
2023-12-05,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,2.24,1,-78.5,2.24,-80.74,2,299,True,
