day,contract,arm,arm_hash,delay,direction,entry_event_timestamp,entry_signal_timestamp,entry_fill_timestamp,exit_event_timestamp,exit_fill_timestamp,exit_fill_time_basis,entry_signal_price,exit_signal_price,entry_fill,exit_fill,quantity,gross,costs,net,exit_reason,entry_slope,entry_r2,entry_efficiency,entry_displacement,eligible,exclusion
2023-06-05,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-05T11:02:00-04:00,2023-06-05T11:00:00-04:00,2023-06-05T11:01:00-04:00,2023-06-05T16:00:00-04:00,2023-06-05T16:00:00-04:00,session_close_proxy,14664.75,14587.5,14661.25,14587.5,1,-147.5,2.24,-149.74,EOD_CLOSE_PROXY,2.047052280311457,0.8309880864910066,0.33240997229916897,60.0,True,
2023-06-07,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-06-07T11:02:00-04:00,2023-06-07T11:00:00-04:00,2023-06-07T11:01:00-04:00,2023-06-07T16:00:00-04:00,2023-06-07T16:00:00-04:00,session_close_proxy,14474.5,14331.75,14471.0,14331.75,1,278.5,2.24,276.26,EOD_CLOSE_PROXY,-3.343604004449388,0.8703614340859487,0.36312849162011174,-81.25,True,
2023-06-08,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-08T10:32:00-04:00,2023-06-08T10:30:00-04:00,2023-06-08T10:31:00-04:00,2023-06-08T16:00:00-04:00,2023-06-08T16:00:00-04:00,session_close_proxy,14413.75,14499.25,14415.0,14499.25,1,168.5,2.24,166.26,EOD_CLOSE_PROXY,0.9626251390433815,0.6218365682057088,0.2706270627062706,41.0,True,
2023-06-09,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-09T10:02:00-04:00,2023-06-09T10:00:00-04:00,2023-06-09T10:01:00-04:00,2023-06-09T16:00:00-04:00,2023-06-09T16:00:00-04:00,session_close_proxy,14654.0,14556.25,14661.0,14556.25,1,-209.5,2.24,-211.74,EOD_CLOSE_PROXY,3.4122914349276976,0.9318216722836533,0.5430183356840621,96.25,True,
2023-06-12,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-12T15:02:00-04:00,2023-06-12T15:00:00-04:00,2023-06-12T15:01:00-04:00,2023-06-12T16:00:00-04:00,2023-06-12T16:00:00-04:00,session_close_proxy,14749.25,14802.5,14743.0,14802.5,1,119.0,2.24,116.76,EOD_CLOSE_PROXY,1.2685205784204672,0.8629501507013387,0.562962962962963,38.0,True,
2023-06-14,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-14T11:32:00-04:00,2023-06-14T11:30:00-04:00,2023-06-14T11:31:00-04:00,2023-06-14T16:00:00-04:00,2023-06-14T16:00:00-04:00,session_close_proxy,15012.25,15016.25,15014.75,15016.25,1,3.0,2.24,0.7599999999999998,EOD_CLOSE_PROXY,2.5086206896551726,0.9290029506905988,0.43253968253968256,54.5,True,
2023-06-15,MNQM23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-15T10:32:00-04:00,2023-06-15T10:30:00-04:00,2023-06-15T10:31:00-04:00,2023-06-15T16:00:00-04:00,2023-06-15T16:00:00-04:00,session_close_proxy,15081.0,15190.75,15065.5,15190.75,1,250.5,2.24,248.26,EOD_CLOSE_PROXY,1.3682424916573972,0.46152668661576063,0.3644859813084112,78.0,True,
2023-06-21,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-06-21T10:02:00-04:00,2023-06-21T10:00:00-04:00,2023-06-21T10:01:00-04:00,2023-06-21T16:00:00-04:00,2023-06-21T16:00:00-04:00,session_close_proxy,15127.0,15045.5,15108.5,15045.5,1,126.0,2.24,123.76,EOD_CLOSE_PROXY,-2.9407119021134593,0.8223685800378429,0.2533659730722154,-51.75,True,
2023-06-22,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-22T10:32:00-04:00,2023-06-22T10:30:00-04:00,2023-06-22T10:31:00-04:00,2023-06-22T16:00:00-04:00,2023-06-22T16:00:00-04:00,session_close_proxy,15134.75,15212.5,15124.0,15212.5,1,177.0,2.24,174.76,EOD_CLOSE_PROXY,2.0768075639599557,0.6223938068796216,0.1875,45.0,True,
2023-06-26,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-26T10:02:00-04:00,2023-06-26T10:00:00-04:00,2023-06-26T10:01:00-04:00,2023-06-26T12:32:00-04:00,2023-06-26T12:31:00-04:00,bar_open,15137.25,14916.0,15129.75,14917.5,1,-424.5,2.24,-426.74,REVERSAL,3.3907119021134595,0.9442751497520083,0.4700854700854701,96.25,True,
2023-06-26,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-06-26T12:32:00-04:00,2023-06-26T12:30:00-04:00,2023-06-26T12:31:00-04:00,2023-06-26T16:00:00-04:00,2023-06-26T16:00:00-04:00,session_close_proxy,14916.0,14857.75,14917.5,14857.75,1,119.5,2.24,117.26,EOD_CLOSE_PROXY,-2.304783092324805,0.5706306099295836,0.44028103044496486,-94.0,True,
2023-06-27,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-27T12:02:00-04:00,2023-06-27T12:00:00-04:00,2023-06-27T12:01:00-04:00,2023-06-27T16:00:00-04:00,2023-06-27T16:00:00-04:00,session_close_proxy,15009.5,15108.75,15012.25,15108.75,1,193.0,2.24,190.76,EOD_CLOSE_PROXY,1.0588987764182425,0.7820256573190482,0.2446351931330472,28.5,True,
2023-06-28,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-28T11:02:00-04:00,2023-06-28T11:00:00-04:00,2023-06-28T11:01:00-04:00,2023-06-28T16:00:00-04:00,2023-06-28T16:00:00-04:00,session_close_proxy,15177.5,15139.5,15184.75,15139.5,1,-90.5,2.24,-92.74,EOD_CLOSE_PROXY,1.3005561735261402,0.5249028380853207,0.20689655172413793,33.0,True,
2023-06-30,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-06-30T10:02:00-04:00,2023-06-30T10:00:00-04:00,2023-06-30T10:01:00-04:00,2023-06-30T16:00:00-04:00,2023-06-30T16:00:00-04:00,session_close_proxy,15318.5,15331.0,15318.75,15331.0,1,24.5,2.24,22.259999999999998,EOD_CLOSE_PROXY,2.717352614015573,0.845491038548759,0.35853379152348225,78.25,True,
2023-07-06,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-07-06T11:02:00-04:00,2023-07-06T11:00:00-04:00,2023-07-06T11:01:00-04:00,2023-07-06T16:00:00-04:00,2023-07-06T16:00:00-04:00,session_close_proxy,15123.5,15235.75,15133.75,15235.75,1,-204.0,2.24,-206.24,EOD_CLOSE_PROXY,-1.1373748609566185,0.6211196480012725,0.3676190476190476,-48.25,True,
2023-07-07,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-07-07T13:02:00-04:00,2023-07-07T13:00:00-04:00,2023-07-07T13:01:00-04:00,2023-07-07T16:00:00-04:00,2023-07-07T16:00:00-04:00,session_close_proxy,15333.25,15183.5,15336.5,15183.5,1,-306.0,2.24,-308.24,EOD_CLOSE_PROXY,0.6102892102335928,0.4033830684789621,0.33163265306122447,32.5,True,
2023-07-10,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-07-10T10:02:00-04:00,2023-07-10T10:00:00-04:00,2023-07-10T10:01:00-04:00,2023-07-10T16:00:00-04:00,2023-07-10T16:00:00-04:00,session_close_proxy,15115.0,15190.0,15122.75,15190.0,1,-134.5,2.24,-136.74,EOD_CLOSE_PROXY,-4.260789766407119,0.8803375099763218,0.3653444676409186,-87.5,True,
2023-07-13,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-07-13T15:02:00-04:00,2023-07-13T15:00:00-04:00,2023-07-13T15:01:00-04:00,2023-07-13T16:00:00-04:00,2023-07-13T16:00:00-04:00,session_close_proxy,15682.25,15706.0,15680.5,15706.0,1,51.0,2.24,48.76,EOD_CLOSE_PROXY,0.5204671857619577,0.6707243478517679,0.31277533039647576,17.75,True,
2023-07-14,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-07-14T10:02:00-04:00,2023-07-14T10:00:00-04:00,2023-07-14T10:01:00-04:00,2023-07-14T16:00:00-04:00,2023-07-14T16:00:00-04:00,session_close_proxy,15809.5,15703.0,15792.0,15703.0,1,-178.0,2.24,-180.24,EOD_CLOSE_PROXY,1.7189655172413794,0.722406740007456,0.3616398243045388,61.75,True,
2023-07-17,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-07-17T12:02:00-04:00,2023-07-17T12:00:00-04:00,2023-07-17T12:01:00-04:00,2023-07-17T16:00:00-04:00,2023-07-17T16:00:00-04:00,session_close_proxy,15806.75,15844.75,15802.5,15844.75,1,84.5,2.24,82.26,EOD_CLOSE_PROXY,0.7832035595105673,0.7897238377524848,0.3123209169054441,27.25,True,
2023-07-18,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-07-18T13:32:00-04:00,2023-07-18T13:30:00-04:00,2023-07-18T13:31:00-04:00,2023-07-18T16:00:00-04:00,2023-07-18T16:00:00-04:00,session_close_proxy,15936.0,15972.75,15935.0,15972.75,1,75.5,2.24,73.26,EOD_CLOSE_PROXY,0.38020022246941043,0.225907325622709,0.1801566579634465,17.25,True,
2023-07-20,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-07-20T10:32:00-04:00,2023-07-20T10:30:00-04:00,2023-07-20T10:31:00-04:00,2023-07-20T16:00:00-04:00,2023-07-20T16:00:00-04:00,session_close_proxy,15755.0,15588.0,15741.5,15588.0,1,307.0,2.24,304.76,EOD_CLOSE_PROXY,-2.967853170189099,0.8955049113072319,0.4425,-88.5,True,
2023-07-25,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-07-25T10:02:00-04:00,2023-07-25T10:00:00-04:00,2023-07-25T10:01:00-04:00,2023-07-25T16:00:00-04:00,2023-07-25T16:00:00-04:00,session_close_proxy,15663.0,15667.0,15658.5,15667.0,1,17.0,2.24,14.76,EOD_CLOSE_PROXY,1.6992213570634038,0.7667132014928403,0.3470967741935484,67.25,True,
2023-07-26,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-07-26T11:02:00-04:00,2023-07-26T11:00:00-04:00,2023-07-26T11:01:00-04:00,2023-07-26T16:00:00-04:00,2023-07-26T16:00:00-04:00,session_close_proxy,15537.75,15613.5,15522.5,15613.5,1,-182.0,2.24,-184.24,EOD_CLOSE_PROXY,-2.479977753058954,0.8497891170215615,0.5361216730038023,-70.5,True,
2023-07-28,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-07-28T10:02:00-04:00,2023-07-28T10:00:00-04:00,2023-07-28T10:01:00-04:00,2023-07-28T16:00:00-04:00,2023-07-28T16:00:00-04:00,session_close_proxy,15789.0,15849.5,15794.75,15849.5,1,109.5,2.24,107.26,EOD_CLOSE_PROXY,3.1548387096774193,0.7663210450950075,0.24634655532359082,59.0,True,
2023-08-02,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-08-02T10:02:00-04:00,2023-08-02T10:00:00-04:00,2023-08-02T10:01:00-04:00,2023-08-02T16:00:00-04:00,2023-08-02T16:00:00-04:00,session_close_proxy,15602.0,15468.25,15592.75,15468.25,1,249.0,2.24,246.76,EOD_CLOSE_PROXY,-1.1565628476084537,0.40764849412206333,0.19090909090909092,-52.5,True,
2023-08-04,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-08-04T12:32:00-04:00,2023-08-04T12:30:00-04:00,2023-08-04T12:31:00-04:00,2023-08-04T15:51:00-04:00,,intrabar_unknown_within_event_minute,15591.25,15341.25,15590.25,15341.25,1,-498.0,2.24,-500.24,CAT_STOP,0.6389321468298109,0.25496267646767595,0.16455696202531644,19.5,True,
2023-08-08,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-08-08T10:02:00-04:00,2023-08-08T10:00:00-04:00,2023-08-08T10:01:00-04:00,2023-08-08T16:00:00-04:00,2023-08-08T16:00:00-04:00,session_close_proxy,15293.75,15350.0,15285.5,15350.0,1,-129.0,2.24,-131.24,EOD_CLOSE_PROXY,-3.432035595105673,0.8634132771112243,0.34662236987818384,-78.25,True,
2023-08-09,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-08-09T10:02:00-04:00,2023-08-09T10:00:00-04:00,2023-08-09T10:01:00-04:00,2023-08-09T16:00:00-04:00,2023-08-09T16:00:00-04:00,session_close_proxy,15279.25,15180.5,15294.0,15180.5,1,227.0,2.24,224.76,EOD_CLOSE_PROXY,-2.920578420467186,0.8678640976096075,0.4298507462686567,-72.0,True,
2023-08-10,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-08-10T10:02:00-04:00,2023-08-10T10:00:00-04:00,2023-08-10T10:01:00-04:00,2023-08-10T13:42:00-04:00,,intrabar_unknown_within_event_minute,15422.75,15172.75,15431.0,15172.75,1,-516.5,2.24,-518.74,CAT_STOP,3.8407675194660733,0.8847156969684903,0.45563139931740615,133.5,True,
2023-08-14,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-08-14T11:02:00-04:00,2023-08-14T11:00:00-04:00,2023-08-14T11:01:00-04:00,2023-08-14T16:00:00-04:00,2023-08-14T16:00:00-04:00,session_close_proxy,15230.0,15272.5,15231.0,15272.5,1,83.0,2.24,80.76,EOD_CLOSE_PROXY,2.7483870967741937,0.8460294794301522,0.5417406749555951,76.25,True,
2023-08-15,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-08-15T10:32:00-04:00,2023-08-15T10:30:00-04:00,2023-08-15T10:31:00-04:00,2023-08-15T16:00:00-04:00,2023-08-15T16:00:00-04:00,session_close_proxy,15136.5,15105.5,15124.0,15105.5,1,37.0,2.24,34.76,EOD_CLOSE_PROXY,-0.9621802002224694,0.37319112594122306,0.21714285714285714,-38.0,True,
2023-08-16,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-08-16T15:32:00-04:00,2023-08-16T15:30:00-04:00,2023-08-16T15:31:00-04:00,2023-08-16T16:00:00-04:00,2023-08-16T16:00:00-04:00,session_close_proxy,14966.0,14939.0,14957.75,14939.0,1,37.5,2.24,35.26,EOD_CLOSE_PROXY,-2.1853170189099,0.7351324224747693,0.3301282051282051,-51.5,True,
2023-08-17,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-08-17T14:32:00-04:00,2023-08-17T14:30:00-04:00,2023-08-17T14:31:00-04:00,2023-08-17T16:00:00-04:00,2023-08-17T16:00:00-04:00,session_close_proxy,14859.0,14772.0,14850.75,14772.0,1,157.5,2.24,155.26,EOD_CLOSE_PROXY,-0.7042269187986652,0.4525039030516686,0.14769975786924938,-15.25,True,
2023-08-21,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-08-21T10:02:00-04:00,2023-08-21T10:00:00-04:00,2023-08-21T10:01:00-04:00,2023-08-21T16:00:00-04:00,2023-08-21T16:00:00-04:00,session_close_proxy,14913.75,14987.0,14910.0,14987.0,1,154.0,2.24,151.76,EOD_CLOSE_PROXY,2.0626807563959955,0.5749249450019406,0.5608391608391609,100.25,True,
2023-08-23,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-08-23T10:02:00-04:00,2023-08-23T10:00:00-04:00,2023-08-23T10:01:00-04:00,2023-08-23T16:00:00-04:00,2023-08-23T16:00:00-04:00,session_close_proxy,15093.75,15198.5,15091.75,15198.5,1,213.5,2.24,211.26,EOD_CLOSE_PROXY,2.838598442714127,0.7886071547557311,0.33796296296296297,73.0,True,
2023-08-24,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-08-24T10:32:00-04:00,2023-08-24T10:30:00-04:00,2023-08-24T10:31:00-04:00,2023-08-24T16:00:00-04:00,2023-08-24T16:00:00-04:00,session_close_proxy,15073.5,14859.25,15071.25,14859.25,1,424.0,2.24,421.76,EOD_CLOSE_PROXY,-4.830923248053392,0.929028363776241,0.6270491803278688,-153.0,True,
2023-08-25,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-08-25T11:02:00-04:00,2023-08-25T11:00:00-04:00,2023-08-25T11:01:00-04:00,2023-08-25T15:01:00-04:00,,intrabar_unknown_within_event_minute,14759.75,15009.75,14774.5,15009.75,1,-470.5,2.24,-472.74,CAT_STOP,-4.668075639599555,0.9194836304674959,0.4469565217391304,-128.5,True,
2023-08-29,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-08-29T10:02:00-04:00,2023-08-29T10:00:00-04:00,2023-08-29T10:01:00-04:00,2023-08-29T16:00:00-04:00,2023-08-29T16:00:00-04:00,session_close_proxy,15157.0,15413.25,15202.75,15413.25,1,421.0,2.24,418.76,EOD_CLOSE_PROXY,3.0663515016685206,0.7754322043465506,0.3903345724907063,78.75,True,
2023-08-31,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-08-31T10:02:00-04:00,2023-08-31T10:00:00-04:00,2023-08-31T10:01:00-04:00,2023-08-31T16:00:00-04:00,2023-08-31T16:00:00-04:00,session_close_proxy,15566.5,15532.5,15570.5,15532.5,1,-76.0,2.24,-78.24,EOD_CLOSE_PROXY,0.8913236929922136,0.32443842857094995,0.17690875232774675,47.5,True,
2023-09-06,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-09-06T10:32:00-04:00,2023-09-06T10:30:00-04:00,2023-09-06T10:31:00-04:00,2023-09-06T16:00:00-04:00,2023-09-06T16:00:00-04:00,session_close_proxy,15387.0,15398.5,15397.5,15398.5,1,-2.0,2.24,-4.24,EOD_CLOSE_PROXY,-0.7431590656284761,0.19323153780001587,0.34914361001317523,-66.25,True,
2023-09-08,MNQU23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-09-08T10:32:00-04:00,2023-09-08T10:30:00-04:00,2023-09-08T10:31:00-04:00,2023-09-08T16:00:00-04:00,2023-09-08T16:00:00-04:00,session_close_proxy,15375.25,15295.0,15385.25,15295.0,1,-180.5,2.24,-182.74,EOD_CLOSE_PROXY,1.1241379310344828,0.5239327189268415,0.1931216931216931,36.5,True,
2023-09-19,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-09-19T10:02:00-04:00,2023-09-19T10:00:00-04:00,2023-09-19T10:01:00-04:00,2023-09-19T16:00:00-04:00,2023-09-19T16:00:00-04:00,session_close_proxy,15304.75,15377.25,15298.25,15377.25,1,-158.0,2.24,-160.24,EOD_CLOSE_PROXY,-1.2332035595105673,0.47144399669703974,0.16121495327102803,-34.5,True,
2023-09-20,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-09-20T15:32:00-04:00,2023-09-20T15:30:00-04:00,2023-09-20T15:31:00-04:00,2023-09-20T16:00:00-04:00,2023-09-20T16:00:00-04:00,session_close_proxy,15252.25,15152.0,15240.0,15152.0,1,176.0,2.24,173.76,EOD_CLOSE_PROXY,-2.7052836484983316,0.7393286778363966,0.2840095465393795,-59.5,True,
2023-09-21,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-09-21T10:02:00-04:00,2023-09-21T10:00:00-04:00,2023-09-21T10:01:00-04:00,2023-09-21T16:00:00-04:00,2023-09-21T16:00:00-04:00,session_close_proxy,14932.5,14861.5,14930.75,14861.5,1,138.5,2.24,136.26,EOD_CLOSE_PROXY,-2.816685205784205,0.8529299077624393,0.3006993006993007,-75.25,True,
2023-09-22,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-09-22T11:02:00-04:00,2023-09-22T11:00:00-04:00,2023-09-22T11:01:00-04:00,2023-09-22T16:00:00-04:00,2023-09-22T16:00:00-04:00,session_close_proxy,15009.75,14867.5,15004.0,14867.5,1,-273.0,2.24,-275.24,EOD_CLOSE_PROXY,0.8351501668520579,0.5234212529822073,0.2797319932998325,41.75,True,
2023-09-26,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-09-26T10:02:00-04:00,2023-09-26T10:00:00-04:00,2023-09-26T10:01:00-04:00,2023-09-26T16:00:00-04:00,2023-09-26T16:00:00-04:00,session_close_proxy,14770.0,14709.0,14778.75,14709.0,1,139.5,2.24,137.26,EOD_CLOSE_PROXY,-2.0695216907675196,0.611078592847525,0.27650273224043714,-63.25,True,
2023-09-27,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-09-27T13:32:00-04:00,2023-09-27T13:30:00-04:00,2023-09-27T13:31:00-04:00,2023-09-27T16:00:00-04:00,2023-09-27T16:00:00-04:00,session_close_proxy,14618.25,14744.0,14624.75,14744.0,1,-238.5,2.24,-240.74,EOD_CLOSE_PROXY,-2.285205784204672,0.8582006831400965,0.3042071197411003,-47.0,True,
2023-09-28,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-09-28T11:32:00-04:00,2023-09-28T11:30:00-04:00,2023-09-28T11:31:00-04:00,2023-09-28T16:00:00-04:00,2023-09-28T16:00:00-04:00,session_close_proxy,14827.0,14858.5,14836.0,14858.5,1,45.0,2.24,42.76,EOD_CLOSE_PROXY,1.745661846496107,0.6186226487261505,0.259604190919674,55.75,True,
2023-10-02,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-10-02T10:02:00-04:00,2023-10-02T10:00:00-04:00,2023-10-02T10:01:00-04:00,2023-10-02T16:00:00-04:00,2023-10-02T16:00:00-04:00,session_close_proxy,14924.0,14988.25,14959.5,14988.25,1,57.5,2.24,55.26,EOD_CLOSE_PROXY,0.9555061179087876,0.1473165850624661,0.29045643153526973,70.0,True,
2023-10-03,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-10-03T10:32:00-04:00,2023-10-03T10:30:00-04:00,2023-10-03T10:31:00-04:00,2023-10-03T16:00:00-04:00,2023-10-03T16:00:00-04:00,session_close_proxy,14778.0,14719.75,14783.5,14719.75,1,127.5,2.24,125.26,EOD_CLOSE_PROXY,-3.8518909899888767,0.8142800129328385,0.43911439114391143,-119.0,True,
2023-10-04,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-10-04T10:02:00-04:00,2023-10-04T10:00:00-04:00,2023-10-04T10:01:00-04:00,2023-10-04T16:00:00-04:00,2023-10-04T16:00:00-04:00,session_close_proxy,14800.5,14919.25,14783.0,14919.25,1,272.5,2.24,270.26,EOD_CLOSE_PROXY,0.5100667408231369,0.11311833455062266,0.12652068126520682,26.0,True,
2023-10-05,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-10-05T10:02:00-04:00,2023-10-05T10:00:00-04:00,2023-10-05T10:01:00-04:00,2023-10-05T16:00:00-04:00,2023-10-05T16:00:00-04:00,session_close_proxy,14836.75,14865.75,14814.25,14865.75,1,-103.0,2.24,-105.24,EOD_CLOSE_PROXY,-3.204060066740823,0.8682593760452821,0.24739336492890995,-65.25,True,
2023-10-06,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-10-06T12:02:00-04:00,2023-10-06T12:00:00-04:00,2023-10-06T12:01:00-04:00,2023-10-06T16:00:00-04:00,2023-10-06T16:00:00-04:00,session_close_proxy,15047.75,15113.0,15055.25,15113.0,1,115.5,2.24,113.26,EOD_CLOSE_PROXY,2.8419911012235817,0.86086406143077,0.6061452513966481,108.5,True,
2023-10-10,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-10-10T10:32:00-04:00,2023-10-10T10:30:00-04:00,2023-10-10T10:31:00-04:00,2023-10-10T16:00:00-04:00,2023-10-10T16:00:00-04:00,session_close_proxy,15289.75,15270.25,15293.75,15270.25,1,-47.0,2.24,-49.24,EOD_CLOSE_PROXY,1.207285873192436,0.613140967640451,0.23333333333333334,35.0,True,
2023-10-13,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-10-13T11:02:00-04:00,2023-10-13T11:00:00-04:00,2023-10-13T11:01:00-04:00,2023-10-13T16:00:00-04:00,2023-10-13T16:00:00-04:00,session_close_proxy,15201.0,15121.5,15192.75,15121.5,1,142.5,2.24,140.26,EOD_CLOSE_PROXY,-3.4705784204671857,0.7862401786752371,0.2754237288135593,-65.0,True,
2023-10-16,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,1,2023-10-16T10:02:00-04:00,2023-10-16T10:00:00-04:00,2023-10-16T10:01:00-04:00,2023-10-16T16:00:00-04:00,2023-10-16T16:00:00-04:00,session_close_proxy,15227.0,15293.5,15237.5,15293.5,1,112.0,2.24,109.76,EOD_CLOSE_PROXY,-0.5560066740823136,0.06974406701375592,0.20597014925373133,51.75,True,
2023-10-17,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-10-17T10:02:00-04:00,2023-10-17T10:00:00-04:00,2023-10-17T10:01:00-04:00,2023-10-17T16:00:00-04:00,2023-10-17T16:00:00-04:00,session_close_proxy,15079.0,15240.75,15086.5,15240.75,1,-308.5,2.24,-310.74,EOD_CLOSE_PROXY,-2.6503337041156843,0.8006235619959159,0.2275711159737418,-52.0,True,
2023-10-19,MNQZ23,A,605aa9c1bee52a102446f0283839daf998adc79f20a0c2713c49ab878646f544,2,-1,2023-10-19T15:02:00-04:00,2023-10-19T15:00:00-04:00,2023-10-19T15:01:00-04:00,2023-10-19T16:00:00-04:00,2023-10-19T16:00:00-04:00,session_close_proxy,14892.75,14885.75,14902.0,14885.75,1,32.5,2.24,30.259999999999998,EOD_CLOSE_PROXY,-1.721523915461624,0.6226661867876024,0.3566958698372966,-71.25,True,
