trade_id,day,contract,direction,entry_event_timestamp,entry_fill_timestamp,exit_event_timestamp,exit_fill_timestamp,exit_fill_time_basis,entry_fill,exit_fill,quantity,gross,costs,net,exit_reason
A-delay2-0189,2022-04-14,MNQM22,-1,2022-04-14T10:02:00-04:00,2022-04-14T10:01:00-04:00,2022-04-14T16:00:00-04:00,2022-04-14T16:00:00-04:00,session_close_proxy,14122.25,13893.75,1,457.0,2.24,454.76,EOD_CLOSE_PROXY
A-delay2-0190,2022-04-19,MNQM22,1,2022-04-19T10:02:00-04:00,2022-04-19T10:01:00-04:00,2022-04-19T16:00:00-04:00,2022-04-19T16:00:00-04:00,session_close_proxy,14010.5,14212.75,1,404.5,2.24,402.26,EOD_CLOSE_PROXY
A-delay2-0191,2022-04-20,MNQM22,-1,2022-04-20T10:02:00-04:00,2022-04-20T10:01:00-04:00,2022-04-20T16:00:00-04:00,2022-04-20T16:00:00-04:00,session_close_proxy,14093.0,14004.0,1,178.0,2.24,175.76,EOD_CLOSE_PROXY
A-delay2-0192,2022-04-21,MNQM22,-1,2022-04-21T14:32:00-04:00,2022-04-21T14:31:00-04:00,2022-04-21T16:00:00-04:00,2022-04-21T16:00:00-04:00,session_close_proxy,13803.0,13721.25,1,163.5,2.24,161.26,EOD_CLOSE_PROXY
A-delay2-0193,2022-04-22,MNQM22,-1,2022-04-22T10:32:00-04:00,2022-04-22T10:31:00-04:00,2022-04-22T16:00:00-04:00,2022-04-22T16:00:00-04:00,session_close_proxy,13595.5,13357.0,1,477.0,2.24,474.76,EOD_CLOSE_PROXY
A-delay2-0194,2022-04-26,MNQM22,-1,2022-04-26T10:02:00-04:00,2022-04-26T10:01:00-04:00,2022-04-26T16:00:00-04:00,2022-04-26T16:00:00-04:00,session_close_proxy,13262.0,13009.75,1,504.5,2.24,502.26,EOD_CLOSE_PROXY
A-delay2-0195,2022-04-27,MNQM22,1,2022-04-27T10:02:00-04:00,2022-04-27T10:01:00-04:00,2022-04-27T16:00:00-04:00,2022-04-27T16:00:00-04:00,session_close_proxy,13182.25,13003.25,1,-358.0,2.24,-360.24,EOD_CLOSE_PROXY
A-delay2-0196,2022-04-28,MNQM22,1,2022-04-28T13:32:00-04:00,2022-04-28T13:31:00-04:00,2022-04-28T16:00:00-04:00,2022-04-28T16:00:00-04:00,session_close_proxy,13387.5,13462.5,1,150.0,2.24,147.76,EOD_CLOSE_PROXY
A-delay2-0197,2022-04-29,MNQM22,-1,2022-04-29T12:32:00-04:00,2022-04-29T12:31:00-04:00,2022-04-29T16:00:00-04:00,2022-04-29T16:00:00-04:00,session_close_proxy,13113.5,12856.5,1,514.0,2.24,511.76,EOD_CLOSE_PROXY
A-delay2-0198,2022-05-02,MNQM22,1,2022-05-02T10:32:00-04:00,2022-05-02T10:31:00-04:00,2022-05-02T14:16:00-04:00,,intrabar_unknown_within_event_minute,13016.25,12732.75,1,-567.0,2.24,-569.24,CAT_STOP
A-delay2-0199,2022-05-04,MNQM22,-1,2022-05-04T10:32:00-04:00,2022-05-04T10:31:00-04:00,2022-05-04T14:01:00-04:00,,intrabar_unknown_within_event_minute,12963.5,13212.25,1,-497.5,2.24,-499.74,CAT_STOP
A-delay2-0200,2022-05-04,MNQM22,1,2022-05-04T15:02:00-04:00,2022-05-04T15:01:00-04:00,2022-05-04T16:00:00-04:00,2022-05-04T16:00:00-04:00,session_close_proxy,13351.25,13533.5,1,364.5,2.24,362.26,EOD_CLOSE_PROXY
A-delay2-0201,2022-05-05,MNQM22,-1,2022-05-05T10:02:00-04:00,2022-05-05T10:01:00-04:00,2022-05-05T16:00:00-04:00,2022-05-05T16:00:00-04:00,session_close_proxy,13157.25,12860.0,1,594.5,2.24,592.26,EOD_CLOSE_PROXY
A-delay2-0202,2022-05-06,MNQM22,-1,2022-05-06T10:02:00-04:00,2022-05-06T10:01:00-04:00,2022-05-06T10:19:00-04:00,,intrabar_unknown_within_event_minute,12580.0,12801.0,1,-442.0,2.24,-444.24,CAT_STOP
A-delay2-0203,2022-05-09,MNQM22,-1,2022-05-09T11:02:00-04:00,2022-05-09T11:01:00-04:00,2022-05-09T16:00:00-04:00,2022-05-09T16:00:00-04:00,session_close_proxy,12318.0,12196.75,1,242.5,2.24,240.26,EOD_CLOSE_PROXY
A-delay2-0204,2022-05-11,MNQM22,-1,2022-05-11T13:32:00-04:00,2022-05-11T13:31:00-04:00,2022-05-11T16:00:00-04:00,2022-05-11T16:00:00-04:00,session_close_proxy,12080.5,11974.5,1,212.0,2.24,209.76,EOD_CLOSE_PROXY
A-delay2-0205,2022-05-13,MNQM22,1,2022-05-13T10:02:00-04:00,2022-05-13T10:01:00-04:00,2022-05-13T16:00:00-04:00,2022-05-13T16:00:00-04:00,session_close_proxy,12264.0,12384.0,1,240.0,2.24,237.76,EOD_CLOSE_PROXY
A-delay2-0206,2022-05-18,MNQM22,-1,2022-05-18T11:32:00-04:00,2022-05-18T11:31:00-04:00,2022-05-18T16:00:00-04:00,2022-05-18T16:00:00-04:00,session_close_proxy,12125.5,11940.5,1,370.0,2.24,367.76,EOD_CLOSE_PROXY
A-delay2-0207,2022-05-20,MNQM22,-1,2022-05-20T12:02:00-04:00,2022-05-20T12:01:00-04:00,2022-05-20T16:00:00-04:00,2022-05-20T16:00:00-04:00,session_close_proxy,11741.5,11834.5,1,-186.0,2.24,-188.24,EOD_CLOSE_PROXY
A-delay2-0208,2022-05-24,MNQM22,-1,2022-05-24T10:02:00-04:00,2022-05-24T10:01:00-04:00,2022-05-24T16:00:00-04:00,2022-05-24T16:00:00-04:00,session_close_proxy,11664.0,11782.0,1,-236.0,2.24,-238.24,EOD_CLOSE_PROXY
A-delay2-0209,2022-05-25,MNQM22,1,2022-05-25T10:32:00-04:00,2022-05-25T10:31:00-04:00,2022-05-25T16:00:00-04:00,2022-05-25T16:00:00-04:00,session_close_proxy,11884.25,11949.75,1,131.0,2.24,128.76,EOD_CLOSE_PROXY
A-delay2-0210,2022-05-26,MNQM22,1,2022-05-26T10:02:00-04:00,2022-05-26T10:01:00-04:00,2022-05-26T16:00:00-04:00,2022-05-26T16:00:00-04:00,session_close_proxy,12129.75,12274.25,1,289.0,2.24,286.76,EOD_CLOSE_PROXY
A-delay2-0211,2022-05-27,MNQM22,1,2022-05-27T10:02:00-04:00,2022-05-27T10:01:00-04:00,2022-05-27T16:00:00-04:00,2022-05-27T16:00:00-04:00,session_close_proxy,12514.75,12681.25,1,333.0,2.24,330.76,EOD_CLOSE_PROXY
A-delay2-0212,2022-06-02,MNQM22,1,2022-06-02T12:32:00-04:00,2022-06-02T12:31:00-04:00,2022-06-02T16:00:00-04:00,2022-06-02T16:00:00-04:00,session_close_proxy,12770.0,12894.0,1,248.0,2.24,245.76,EOD_CLOSE_PROXY
A-delay2-0213,2022-06-10,MNQM22,-1,2022-06-10T10:02:00-04:00,2022-06-10T10:01:00-04:00,2022-06-10T16:00:00-04:00,2022-06-10T16:00:00-04:00,session_close_proxy,11920.75,11837.25,1,167.0,2.24,164.76,EOD_CLOSE_PROXY
A-delay2-0214,2022-06-15,MNQM22,1,2022-06-15T15:32:00-04:00,2022-06-15T15:31:00-04:00,2022-06-15T16:00:00-04:00,2022-06-15T16:00:00-04:00,session_close_proxy,11693.25,11596.5,1,-193.5,2.24,-195.74,EOD_CLOSE_PROXY
A-delay2-0215,2022-06-16,MNQM22,-1,2022-06-16T10:02:00-04:00,2022-06-16T10:01:00-04:00,2022-06-16T16:00:00-04:00,2022-06-16T16:00:00-04:00,session_close_proxy,11209.0,11132.75,1,152.5,2.24,150.26,EOD_CLOSE_PROXY
A-delay2-0216,2022-06-22,MNQU22,1,2022-06-22T10:32:00-04:00,2022-06-22T10:31:00-04:00,2022-06-22T16:00:00-04:00,2022-06-22T16:00:00-04:00,session_close_proxy,11700.0,11557.75,1,-284.5,2.24,-286.74,EOD_CLOSE_PROXY
A-delay2-0217,2022-06-24,MNQU22,1,2022-06-24T10:02:00-04:00,2022-06-24T10:01:00-04:00,2022-06-24T16:00:00-04:00,2022-06-24T16:00:00-04:00,session_close_proxy,12003.0,12147.25,1,288.5,2.24,286.26,EOD_CLOSE_PROXY
A-delay2-0218,2022-06-27,MNQU22,-1,2022-06-27T10:02:00-04:00,2022-06-27T10:01:00-04:00,2022-06-27T16:00:00-04:00,2022-06-27T16:00:00-04:00,session_close_proxy,12086.5,12044.75,1,83.5,2.24,81.26,EOD_CLOSE_PROXY
A-delay2-0219,2022-06-28,MNQU22,-1,2022-06-28T11:32:00-04:00,2022-06-28T11:31:00-04:00,2022-06-28T16:00:00-04:00,2022-06-28T16:00:00-04:00,session_close_proxy,11873.0,11673.75,1,398.5,2.24,396.26,EOD_CLOSE_PROXY
A-delay2-0220,2022-06-30,MNQU22,-1,2022-06-30T10:02:00-04:00,2022-06-30T10:01:00-04:00,2022-06-30T12:26:00-04:00,,intrabar_unknown_within_event_minute,11391.75,11647.75,1,-512.0,2.24,-514.24,CAT_STOP
A-delay2-0221,2022-07-07,MNQU22,1,2022-07-07T10:02:00-04:00,2022-07-07T10:01:00-04:00,2022-07-07T16:00:00-04:00,2022-07-07T16:00:00-04:00,session_close_proxy,12002.0,12136.25,1,268.5,2.24,266.26,EOD_CLOSE_PROXY
A-delay2-0222,2022-07-11,MNQU22,-1,2022-07-11T10:02:00-04:00,2022-07-11T10:01:00-04:00,2022-07-11T16:00:00-04:00,2022-07-11T16:00:00-04:00,session_close_proxy,11871.75,11890.5,1,-37.5,2.24,-39.74,EOD_CLOSE_PROXY
A-delay2-0223,2022-07-19,MNQU22,1,2022-07-19T11:02:00-04:00,2022-07-19T11:01:00-04:00,2022-07-19T16:00:00-04:00,2022-07-19T16:00:00-04:00,session_close_proxy,12147.0,12268.75,1,243.5,2.24,241.26,EOD_CLOSE_PROXY
A-delay2-0224,2022-07-20,MNQU22,1,2022-07-20T10:32:00-04:00,2022-07-20T10:31:00-04:00,2022-07-20T16:00:00-04:00,2022-07-20T16:00:00-04:00,session_close_proxy,12392.75,12465.75,1,146.0,2.24,143.76,EOD_CLOSE_PROXY
A-delay2-0225,2022-07-21,MNQU22,1,2022-07-21T12:32:00-04:00,2022-07-21T12:31:00-04:00,2022-07-21T16:00:00-04:00,2022-07-21T16:00:00-04:00,session_close_proxy,12612.5,12645.25,1,65.5,2.24,63.26,EOD_CLOSE_PROXY
A-delay2-0226,2022-07-22,MNQU22,-1,2022-07-22T11:32:00-04:00,2022-07-22T11:31:00-04:00,2022-07-22T16:00:00-04:00,2022-07-22T16:00:00-04:00,session_close_proxy,12478.25,12423.75,1,109.0,2.24,106.76,EOD_CLOSE_PROXY
A-delay2-0227,2022-07-25,MNQU22,-1,2022-07-25T10:32:00-04:00,2022-07-25T10:31:00-04:00,2022-07-25T16:00:00-04:00,2022-07-25T16:00:00-04:00,session_close_proxy,12325.25,12355.25,1,-60.0,2.24,-62.24,EOD_CLOSE_PROXY
A-delay2-0228,2022-07-26,MNQU22,-1,2022-07-26T10:32:00-04:00,2022-07-26T10:31:00-04:00,2022-07-26T16:00:00-04:00,2022-07-26T16:00:00-04:00,session_close_proxy,12171.0,12110.5,1,121.0,2.24,118.76,EOD_CLOSE_PROXY
A-delay2-0229,2022-07-27,MNQU22,1,2022-07-27T10:02:00-04:00,2022-07-27T10:01:00-04:00,2022-07-27T16:00:00-04:00,2022-07-27T16:00:00-04:00,session_close_proxy,12389.25,12615.5,1,452.5,2.24,450.26,EOD_CLOSE_PROXY
A-delay2-0230,2022-07-28,MNQU22,-1,2022-07-28T10:02:00-04:00,2022-07-28T10:01:00-04:00,2022-07-28T14:55:00-04:00,,intrabar_unknown_within_event_minute,12507.75,12739.75,1,-464.0,2.24,-466.24,CAT_STOP
A-delay2-0231,2022-07-29,MNQU22,1,2022-07-29T10:32:00-04:00,2022-07-29T10:31:00-04:00,2022-07-29T16:00:00-04:00,2022-07-29T16:00:00-04:00,session_close_proxy,12910.5,12971.75,1,122.5,2.24,120.26,EOD_CLOSE_PROXY
A-delay2-0232,2022-08-01,MNQU22,1,2022-08-01T11:02:00-04:00,2022-08-01T11:01:00-04:00,2022-08-01T16:00:00-04:00,2022-08-01T16:00:00-04:00,session_close_proxy,13090.25,12962.5,1,-255.5,2.24,-257.74,EOD_CLOSE_PROXY
A-delay2-0233,2022-08-03,MNQU22,1,2022-08-03T10:02:00-04:00,2022-08-03T10:01:00-04:00,2022-08-03T16:00:00-04:00,2022-08-03T16:00:00-04:00,session_close_proxy,13088.5,13271.75,1,366.5,2.24,364.26,EOD_CLOSE_PROXY
A-delay2-0234,2022-08-08,MNQU22,1,2022-08-08T10:02:00-04:00,2022-08-08T10:01:00-04:00,2022-08-08T14:06:00-04:00,,intrabar_unknown_within_event_minute,13388.5,13142.5,1,-492.0,2.24,-494.24,CAT_STOP
A-delay2-0235,2022-08-09,MNQU22,-1,2022-08-09T10:02:00-04:00,2022-08-09T10:01:00-04:00,2022-08-09T16:00:00-04:00,2022-08-09T16:00:00-04:00,session_close_proxy,12988.0,13032.25,1,-88.5,2.24,-90.74,EOD_CLOSE_PROXY
A-delay2-0236,2022-08-12,MNQU22,1,2022-08-12T13:32:00-04:00,2022-08-12T13:31:00-04:00,2022-08-12T16:00:00-04:00,2022-08-12T16:00:00-04:00,session_close_proxy,13508.0,13579.5,1,143.0,2.24,140.76,EOD_CLOSE_PROXY
A-delay2-0237,2022-08-16,MNQU22,-1,2022-08-16T11:02:00-04:00,2022-08-16T11:01:00-04:00,2022-08-16T16:00:00-04:00,2022-08-16T16:00:00-04:00,session_close_proxy,13568.0,13653.75,1,-171.5,2.24,-173.74,EOD_CLOSE_PROXY
A-delay2-0238,2022-08-17,MNQU22,-1,2022-08-17T11:02:00-04:00,2022-08-17T11:01:00-04:00,2022-08-17T16:00:00-04:00,2022-08-17T16:00:00-04:00,session_close_proxy,13439.5,13496.0,1,-113.0,2.24,-115.24,EOD_CLOSE_PROXY
A-delay2-0239,2022-08-19,MNQU22,-1,2022-08-19T10:02:00-04:00,2022-08-19T10:01:00-04:00,2022-08-19T16:00:00-04:00,2022-08-19T16:00:00-04:00,session_close_proxy,13296.25,13263.25,1,66.0,2.24,63.76,EOD_CLOSE_PROXY
A-delay2-0240,2022-08-22,MNQU22,-1,2022-08-22T10:32:00-04:00,2022-08-22T10:31:00-04:00,2022-08-22T16:00:00-04:00,2022-08-22T16:00:00-04:00,session_close_proxy,12985.75,12916.0,1,139.5,2.24,137.26,EOD_CLOSE_PROXY
A-delay2-0241,2022-08-24,MNQU22,1,2022-08-24T11:32:00-04:00,2022-08-24T11:31:00-04:00,2022-08-24T16:00:00-04:00,2022-08-24T16:00:00-04:00,session_close_proxy,12985.5,12934.25,1,-102.5,2.24,-104.74,EOD_CLOSE_PROXY
A-delay2-0242,2022-08-25,MNQU22,1,2022-08-25T10:32:00-04:00,2022-08-25T10:31:00-04:00,2022-08-25T16:00:00-04:00,2022-08-25T16:00:00-04:00,session_close_proxy,13105.25,13158.5,1,106.5,2.24,104.26,EOD_CLOSE_PROXY
A-delay2-0243,2022-08-26,MNQU22,-1,2022-08-26T10:32:00-04:00,2022-08-26T10:31:00-04:00,2022-08-26T16:00:00-04:00,2022-08-26T16:00:00-04:00,session_close_proxy,12933.25,12619.25,1,628.0,2.24,625.76,EOD_CLOSE_PROXY
A-delay2-0244,2022-08-30,MNQU22,-1,2022-08-30T10:32:00-04:00,2022-08-30T10:31:00-04:00,2022-08-30T16:00:00-04:00,2022-08-30T16:00:00-04:00,session_close_proxy,12409.0,12353.75,1,110.5,2.24,108.26,EOD_CLOSE_PROXY
A-delay2-0245,2022-09-01,MNQU22,-1,2022-09-01T11:02:00-04:00,2022-09-01T11:01:00-04:00,2022-09-01T16:00:00-04:00,2022-09-01T16:00:00-04:00,session_close_proxy,12049.5,12285.75,1,-472.5,2.24,-474.74,EOD_CLOSE_PROXY
A-delay2-0246,2022-09-02,MNQU22,-1,2022-09-02T13:32:00-04:00,2022-09-02T13:31:00-04:00,2022-09-02T16:00:00-04:00,2022-09-02T16:00:00-04:00,session_close_proxy,12134.25,12110.5,1,47.5,2.24,45.26,EOD_CLOSE_PROXY
A-delay2-0247,2022-09-07,MNQU22,1,2022-09-07T12:02:00-04:00,2022-09-07T12:01:00-04:00,2022-09-07T16:00:00-04:00,2022-09-07T16:00:00-04:00,session_close_proxy,12151.75,12262.0,1,220.5,2.24,218.26,EOD_CLOSE_PROXY
A-delay2-0248,2022-09-09,MNQU22,1,2022-09-09T10:02:00-04:00,2022-09-09T10:01:00-04:00,2022-09-09T16:00:00-04:00,2022-09-09T16:00:00-04:00,session_close_proxy,12508.25,12590.25,1,164.0,2.24,161.76,EOD_CLOSE_PROXY
A-delay2-0249,2022-09-12,MNQU22,1,2022-09-12T10:02:00-04:00,2022-09-12T10:01:00-04:00,2022-09-12T16:00:00-04:00,2022-09-12T16:00:00-04:00,session_close_proxy,12742.0,12742.75,1,1.5,2.24,-0.7400000000000002,EOD_CLOSE_PROXY
A-delay2-0250,2022-09-13,MNQU22,-1,2022-09-13T10:02:00-04:00,2022-09-13T10:01:00-04:00,2022-09-13T16:00:00-04:00,2022-09-13T16:00:00-04:00,session_close_proxy,12298.0,12040.25,1,515.5,2.24,513.26,EOD_CLOSE_PROXY
A-delay2-0251,2022-09-15,MNQU22,-1,2022-09-15T11:02:00-04:00,2022-09-15T11:01:00-04:00,2022-09-15T16:00:00-04:00,2022-09-15T16:00:00-04:00,session_close_proxy,11936.0,11932.25,1,7.5,2.24,5.26,EOD_CLOSE_PROXY
A-delay2-0252,2022-09-22,MNQZ22,-1,2022-09-22T11:02:00-04:00,2022-09-22T11:01:00-04:00,2022-09-22T16:00:00-04:00,2022-09-22T16:00:00-04:00,session_close_proxy,11544.0,11562.75,1,-37.5,2.24,-39.74,EOD_CLOSE_PROXY
A-delay2-0253,2022-09-23,MNQZ22,-1,2022-09-23T10:02:00-04:00,2022-09-23T10:01:00-04:00,2022-09-23T16:00:00-04:00,2022-09-23T16:00:00-04:00,session_close_proxy,11352.0,11374.0,1,-44.0,2.24,-46.24,EOD_CLOSE_PROXY
A-delay2-0254,2022-09-26,MNQZ22,1,2022-09-26T10:02:00-04:00,2022-09-26T10:01:00-04:00,2022-09-26T16:00:00-04:00,2022-09-26T16:00:00-04:00,session_close_proxy,11510.25,11321.75,1,-377.0,2.24,-379.24,EOD_CLOSE_PROXY
A-delay2-0255,2022-09-28,MNQZ22,1,2022-09-28T10:32:00-04:00,2022-09-28T10:31:00-04:00,2022-09-28T16:00:00-04:00,2022-09-28T16:00:00-04:00,session_close_proxy,11396.5,11554.75,1,316.5,2.24,314.26,EOD_CLOSE_PROXY
A-delay2-0256,2022-09-29,MNQZ22,-1,2022-09-29T10:02:00-04:00,2022-09-29T10:01:00-04:00,2022-09-29T16:00:00-04:00,2022-09-29T16:00:00-04:00,session_close_proxy,11246.5,11231.0,1,31.0,2.24,28.76,EOD_CLOSE_PROXY
A-delay2-0257,2022-09-30,MNQZ22,1,2022-09-30T11:32:00-04:00,2022-09-30T11:31:00-04:00,2022-09-30T15:51:00-04:00,,intrabar_unknown_within_event_minute,11326.25,11079.5,1,-493.5,2.24,-495.74,CAT_STOP
A-delay2-0258,2022-10-03,MNQZ22,1,2022-10-03T10:32:00-04:00,2022-10-03T10:31:00-04:00,2022-10-03T16:00:00-04:00,2022-10-03T16:00:00-04:00,session_close_proxy,11215.0,11290.75,1,151.5,2.24,149.26,EOD_CLOSE_PROXY
A-delay2-0259,2022-10-04,MNQZ22,1,2022-10-04T10:02:00-04:00,2022-10-04T10:01:00-04:00,2022-10-04T16:00:00-04:00,2022-10-04T16:00:00-04:00,session_close_proxy,11636.25,11643.75,1,15.0,2.24,12.76,EOD_CLOSE_PROXY
A-delay2-0260,2022-10-05,MNQZ22,-1,2022-10-05T10:32:00-04:00,2022-10-05T10:31:00-04:00,2022-10-05T14:58:00-04:00,,intrabar_unknown_within_event_minute,11391.75,11636.5,1,-489.5,2.24,-491.74,CAT_STOP
A-delay2-0261,2022-10-07,MNQZ22,-1,2022-10-07T10:02:00-04:00,2022-10-07T10:01:00-04:00,2022-10-07T16:00:00-04:00,2022-10-07T16:00:00-04:00,session_close_proxy,11223.75,11099.0,1,249.5,2.24,247.26,EOD_CLOSE_PROXY
A-delay2-0262,2022-10-10,MNQZ22,-1,2022-10-10T10:02:00-04:00,2022-10-10T10:01:00-04:00,2022-10-10T16:00:00-04:00,2022-10-10T16:00:00-04:00,session_close_proxy,11011.75,10981.25,1,61.0,2.24,58.76,EOD_CLOSE_PROXY
A-delay2-0263,2022-10-11,MNQZ22,-1,2022-10-11T10:02:00-04:00,2022-10-11T10:01:00-04:00,2022-10-11T16:00:00-04:00,2022-10-11T16:00:00-04:00,session_close_proxy,10815.0,10844.0,1,-58.0,2.24,-60.24,EOD_CLOSE_PROXY
A-delay2-0264,2022-10-13,MNQZ22,1,2022-10-13T12:02:00-04:00,2022-10-13T12:01:00-04:00,2022-10-13T16:00:00-04:00,2022-10-13T16:00:00-04:00,session_close_proxy,11013.0,11082.5,1,139.0,2.24,136.76,EOD_CLOSE_PROXY
A-delay2-0265,2022-10-14,MNQZ22,-1,2022-10-14T10:32:00-04:00,2022-10-14T10:31:00-04:00,2022-10-14T16:00:00-04:00,2022-10-14T16:00:00-04:00,session_close_proxy,10927.0,10747.75,1,358.5,2.24,356.26,EOD_CLOSE_PROXY
A-delay2-0266,2022-10-17,MNQZ22,1,2022-10-17T10:02:00-04:00,2022-10-17T10:01:00-04:00,2022-10-17T16:00:00-04:00,2022-10-17T16:00:00-04:00,session_close_proxy,11082.75,11110.75,1,56.0,2.24,53.76,EOD_CLOSE_PROXY
A-delay2-0267,2022-10-20,MNQZ22,1,2022-10-20T10:32:00-04:00,2022-10-20T10:31:00-04:00,2022-10-20T14:12:00-04:00,,intrabar_unknown_within_event_minute,11300.25,11061.25,1,-478.0,2.24,-480.24,CAT_STOP
A-delay2-0268,2022-10-21,MNQZ22,1,2022-10-21T13:02:00-04:00,2022-10-21T13:01:00-04:00,2022-10-21T16:00:00-04:00,2022-10-21T16:00:00-04:00,session_close_proxy,11238.0,11354.0,1,232.0,2.24,229.76,EOD_CLOSE_PROXY
A-delay2-0269,2022-10-25,MNQZ22,1,2022-10-25T10:02:00-04:00,2022-10-25T10:01:00-04:00,2022-10-25T16:00:00-04:00,2022-10-25T16:00:00-04:00,session_close_proxy,11640.5,11713.0,1,145.0,2.24,142.76,EOD_CLOSE_PROXY
A-delay2-0270,2022-10-27,MNQZ22,-1,2022-10-27T10:02:00-04:00,2022-10-27T10:01:00-04:00,2022-10-27T16:00:00-04:00,2022-10-27T16:00:00-04:00,session_close_proxy,11288.25,11240.0,1,96.5,2.24,94.26,EOD_CLOSE_PROXY
A-delay2-0271,2022-10-28,MNQZ22,1,2022-10-28T10:02:00-04:00,2022-10-28T10:01:00-04:00,2022-10-28T16:00:00-04:00,2022-10-28T16:00:00-04:00,session_close_proxy,11349.0,11584.25,1,470.5,2.24,468.26,EOD_CLOSE_PROXY
A-delay2-0272,2022-11-02,MNQZ22,-1,2022-11-02T15:32:00-04:00,2022-11-02T15:31:00-04:00,2022-11-02T16:00:00-04:00,2022-11-02T16:00:00-04:00,session_close_proxy,10999.0,10938.75,1,120.5,2.24,118.26,EOD_CLOSE_PROXY
A-delay2-0273,2022-11-03,MNQZ22,-1,2022-11-03T10:02:00-04:00,2022-11-03T10:01:00-04:00,2022-11-03T16:00:00-04:00,2022-11-03T16:00:00-04:00,session_close_proxy,10721.75,10725.25,1,-7.0,2.24,-9.24,EOD_CLOSE_PROXY
A-delay2-0274,2022-11-08,MNQZ22,1,2022-11-08T11:32:00-05:00,2022-11-08T11:31:00-05:00,2022-11-08T14:33:00-05:00,,intrabar_unknown_within_event_minute,11189.0,10937.0,1,-504.0,2.24,-506.24,CAT_STOP
A-delay2-0275,2022-11-09,MNQZ22,-1,2022-11-09T14:02:00-05:00,2022-11-09T14:01:00-05:00,2022-11-09T16:00:00-05:00,2022-11-09T16:00:00-05:00,session_close_proxy,10880.5,10831.5,1,98.0,2.24,95.76,EOD_CLOSE_PROXY
A-delay2-0276,2022-11-10,MNQZ22,1,2022-11-10T10:02:00-05:00,2022-11-10T10:01:00-05:00,2022-11-10T16:00:00-05:00,2022-11-10T16:00:00-05:00,session_close_proxy,11443.75,11628.25,1,369.0,2.24,366.76,EOD_CLOSE_PROXY
A-delay2-0277,2022-11-11,MNQZ22,1,2022-11-11T10:32:00-05:00,2022-11-11T10:31:00-05:00,2022-11-11T16:00:00-05:00,2022-11-11T16:00:00-05:00,session_close_proxy,11740.0,11848.5,1,217.0,2.24,214.76,EOD_CLOSE_PROXY
A-delay2-0278,2022-11-16,MNQZ22,-1,2022-11-16T10:32:00-05:00,2022-11-16T10:31:00-05:00,2022-11-16T16:00:00-05:00,2022-11-16T16:00:00-05:00,session_close_proxy,11752.75,11740.25,1,25.0,2.24,22.76,EOD_CLOSE_PROXY
A-delay2-0279,2022-11-23,MNQZ22,1,2022-11-23T10:02:00-05:00,2022-11-23T10:01:00-05:00,2022-11-23T16:00:00-05:00,2022-11-23T16:00:00-05:00,session_close_proxy,11820.0,11868.25,1,96.5,2.24,94.26,EOD_CLOSE_PROXY
A-delay2-0280,2022-11-29,MNQZ22,-1,2022-11-29T11:32:00-05:00,2022-11-29T11:31:00-05:00,2022-11-29T16:00:00-05:00,2022-11-29T16:00:00-05:00,session_close_proxy,11489.75,11523.0,1,-66.5,2.24,-68.74,EOD_CLOSE_PROXY
A-delay2-0281,2022-11-30,MNQZ22,1,2022-11-30T14:02:00-05:00,2022-11-30T14:01:00-05:00,2022-11-30T16:00:00-05:00,2022-11-30T16:00:00-05:00,session_close_proxy,11783.0,12052.0,1,538.0,2.24,535.76,EOD_CLOSE_PROXY
A-delay2-0282,2022-12-01,MNQZ22,1,2022-12-01T10:02:00-05:00,2022-12-01T10:01:00-05:00,2022-12-01T10:32:00-05:00,2022-12-01T10:31:00-05:00,bar_open,12100.25,11948.0,1,-304.5,2.24,-306.74,REVERSAL
A-delay2-0283,2022-12-01,MNQZ22,-1,2022-12-01T10:32:00-05:00,2022-12-01T10:31:00-05:00,2022-12-01T16:00:00-05:00,2022-12-01T16:00:00-05:00,session_close_proxy,11948.0,12059.75,1,-223.5,2.24,-225.74,EOD_CLOSE_PROXY
A-delay2-0284,2022-12-05,MNQZ22,-1,2022-12-05T13:02:00-05:00,2022-12-05T13:01:00-05:00,2022-12-05T16:00:00-05:00,2022-12-05T16:00:00-05:00,session_close_proxy,11827.0,11802.25,1,49.5,2.24,47.26,EOD_CLOSE_PROXY
A-delay2-0285,2022-12-06,MNQZ22,-1,2022-12-06T10:02:00-05:00,2022-12-06T10:01:00-05:00,2022-12-06T16:00:00-05:00,2022-12-06T16:00:00-05:00,session_close_proxy,11664.25,11562.5,1,203.5,2.24,201.26,EOD_CLOSE_PROXY
A-delay2-0286,2022-12-08,MNQZ22,1,2022-12-08T10:32:00-05:00,2022-12-08T10:31:00-05:00,2022-12-08T16:00:00-05:00,2022-12-08T16:00:00-05:00,session_close_proxy,11637.75,11645.75,1,16.0,2.24,13.76,EOD_CLOSE_PROXY
A-delay2-0287,2022-12-14,MNQZ22,1,2022-12-14T10:02:00-05:00,2022-12-14T10:01:00-05:00,2022-12-14T14:35:00-05:00,,intrabar_unknown_within_event_minute,11887.25,11640.25,1,-494.0,2.24,-496.24,CAT_STOP
A-delay2-0288,2022-12-15,MNQZ22,-1,2022-12-15T10:02:00-05:00,2022-12-15T10:01:00-05:00,2022-12-15T16:00:00-05:00,2022-12-15T16:00:00-05:00,session_close_proxy,11447.5,11348.25,1,198.5,2.24,196.26,EOD_CLOSE_PROXY
