timestamp,date,year_month,label,pnl,p_prod,p_frozen,p_daily,thr_daily
2025-11-17 15:50:00,2025-11-17,2025-11,0,-201.8,0.6290830937130981,0.49905109359013783,0.5786361520449402,0.55
2025-11-17 19:11:00,2025-11-17,2025-11,0,-79.3,0.5693094907997204,0.40786694412152463,0.549577880000677,0.55
2025-11-17 19:32:00,2025-11-17,2025-11,0,-184.3,0.5575027697046104,0.4215295753045713,0.5935614538186467,0.55
2025-11-18 08:12:00,2025-11-18,2025-11,1,105.7,0.5797366335568684,0.5303383520591223,0.49444197724148914,0.55
2025-11-18 08:48:00,2025-11-18,2025-11,1,85.7,0.6000369587878954,0.5179883528051773,0.4748857713212062,0.55
2025-11-18 19:04:00,2025-11-18,2025-11,1,73.2,0.5748052125440163,0.43291043826692116,0.510763061181539,0.55
2025-11-18 19:43:00,2025-11-18,2025-11,0,-179.3,0.543776016418076,0.41678167642000746,0.5596887739685847,0.55
2025-11-19 08:37:00,2025-11-19,2025-11,0,-99.3,0.5234210673388966,0.5342429193425327,0.4771278044703048,0.55
2025-11-19 19:25:00,2025-11-19,2025-11,1,73.2,0.5082993128937148,0.4266267919664695,0.5446432266233757,0.55
2025-11-19 19:31:00,2025-11-19,2025-11,0,-131.8,0.49356599804779866,0.4433313727238742,0.5774556838533366,0.55
2025-11-19 19:58:00,2025-11-19,2025-11,1,128.2,0.570302161485993,0.430089515846497,0.5481879189617557,0.55
2025-11-20 14:31:00,2025-11-20,2025-11,1,65.7,0.47224275917605524,0.5385375369705808,0.47808149258372495,0.55
2025-11-20 15:19:00,2025-11-20,2025-11,0,-84.3,0.4821441860797514,0.549318768286261,0.528736671402991,0.55
2025-11-20 15:58:00,2025-11-20,2025-11,1,70.7,0.47072750023625914,0.5516077208877354,0.5105424616906382,0.55
2025-11-20 19:20:00,2025-11-20,2025-11,1,208.2,0.6602781078579372,0.43982093151734203,0.6843393595131341,0.55
2025-11-20 20:01:00,2025-11-20,2025-11,0,-136.8,0.6483238682621958,0.43403185775205744,0.6767983614808168,0.55
2025-11-21 14:41:00,2025-11-21,2025-11,1,293.2,0.5400620530552003,0.5725381104068663,0.636742435664773,0.55
2025-11-21 15:21:00,2025-11-21,2025-11,1,173.2,0.5933515061717911,0.5820317408245351,0.5893683872295542,0.55
2025-11-21 15:31:00,2025-11-21,2025-11,1,183.2,0.539543342393264,0.5800888193279204,0.6158986854279196,0.55
2025-11-21 15:46:00,2025-11-21,2025-11,1,65.7,0.6260716730442063,0.5929590356998489,0.5325942051485244,0.55
2025-11-21 15:57:00,2025-11-21,2025-11,0,-134.3,0.5862923089804001,0.5635226003014037,0.5623171774431613,0.55
2025-11-24 08:14:00,2025-11-24,2025-11,1,215.7,0.5422335953954587,0.5425058956056822,0.5407631895962423,0.6
2025-11-25 08:26:00,2025-11-25,2025-11,0,-11.8,0.6429233678033787,0.5328610961548159,0.3974090504636406,0.6
2025-11-25 08:32:00,2025-11-25,2025-11,0,-29.3,0.5257624056373598,0.5160203143504989,0.4193479533255189,0.6
2025-11-25 19:06:00,2025-11-25,2025-11,1,53.2,0.43787615483568204,0.402339501636505,0.4574081418045789,0.6
2025-11-25 19:23:00,2025-11-25,2025-11,1,45.7,0.44403864092627576,0.41396454036762237,0.45321931823646583,0.6
2025-11-26 15:03:00,2025-11-26,2025-11,1,55.7,0.529588090511522,0.5488609756365582,0.5763587048009778,0.6
2025-11-26 15:12:00,2025-11-26,2025-11,1,88.2,0.6186760776925644,0.5625448389439711,0.5047717682728439,0.6
2025-11-26 15:43:00,2025-11-26,2025-11,1,83.2,0.5630751095482389,0.5280273614678248,0.4944856318187668,0.6
2025-11-26 19:13:00,2025-11-26,2025-11,1,10.2,0.45093131739882814,0.4443180303563454,0.5263934431425169,0.6
2025-11-27 14:37:00,2025-11-27,2025-11,0,-12.3,0.5530346563179291,0.5771680381859533,0.45487152010556253,0.6
2025-12-02 15:43:00,2025-12-02,2025-12,1,240.7,0.772734913045735,0.5674553133111355,0.7709622454925685,0.6
2025-12-04 14:39:00,2025-12-04,2025-12,1,248.2,0.8555697157819067,0.6253978485908459,0.7954391354200974,0.6
2025-12-04 19:58:00,2025-12-04,2025-12,0,-266.8,0.8281861422423978,0.6042134108215403,0.7903463672147746,0.6
